UUID,LIDAR_YEAR,LIDAR_ACQ,STRAT0_RETURN-PROPORTION,STRAT1_RETURN-PROPORTION,STRAT2_RETURN-PROPORTION,STRAT3_RETURN-PROPORTION,STRAT4_RETURN-PROPORTION,STRAT5_RETURN-PROPORTION,HEIGHT_05-PERCENTILE,HEIGHT_25-PERCENTILE,HEIGHT_50-PERCENTILE,HEIGHT_75-PERCENTILE,HEIGHT_95_PERCENTILE,LIDAR_COVER,POTENTIAL_VOLUME,STDDEV_HEIGHT,SURFACE_VOLUME,KURTOSIS,SKEWNESS,ASPECT,ELEVATION,SLOPE,YEAR,TPA,BA,SDI,CCF,QMD,TCUFT,TOPHT,NUMBER_OF_STRATA,TOTAL_COVER,STRUCTURE_CLASS,CANOPY_BASEHEIGHT,CANOPY_BULKDENSITY,ABOVEGROUND_BIOMASS,ABOVEGROUND_CARBON,ABOVEGROUND_LIVE_CARBON,GS_TPA,AF,AS,BM,BO,CH,CW,DF,DG,ES,GC,GF,IC,JP,KP,LO,LP,MA,MC,MH,NF,OH,OS,OT,PC,PL,PP,PY,RA,RC,RF,SF,SH,SP,SS,TO,WA,WB,WF,WH,WI,WJ,WL,WO,WP,YC,TRUE_FIR,OTHER_HARDWOOD,MAPLE,OAK,DOUGLAS_FIR,SPRUCE,CEDAR,PONDEROSA_PINE,OTHER_SOFTWOOD,LODGEPOLE_PINE,HEMLOCK,RED_ALDER,TANOAK,JUNIPER,LARCH,YEAR_DIFF,LAT,LON,ECOREGION3,AGENCY,DISTANCE_TO_WATER_M,PLOT_SIZE_AC,MEAS_YR,SAT_YEAR,LT_YSD_NBR,LT_YSD_SWIR1,WEIGHTS
f39e5e7b,2012,rogue-river_2012,0.054774,0.023317,0.03205,0.166695,0.29532,0.378498,0.11,16.872501,26.9,32.139999,37.23,92.190945,3996.0,5.301733016967773,2863.884765625,2.461067,-0.739328,158.44830322265625,568.4512939453125,22.785499572753903,2013,744.0,274.0,543.0,151.0,8.215930096623481,10425.0,130.0,2.0,64.0,3=UR,12.0,0.185158,182.0,83.0,83.0,144.0,0.0,0.0,4.0,0.0,0.0,0.0,255.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,3.0,255.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,42.75332569079157,-123.24866014393152,klamath_mountains_california_high_north_coast_range,BLM,56.51269756,0.125,2013,2012.0,16.0,27.0,46
f3ac5d8b,2015,upper-rogue_2015,0.117295,0.017547,0.082768,0.224396,0.290781,0.213777,0.0,8.73,20.15,28.43,39.669998,86.515801,4008.0,11.974676132202148,2155.9033203125,2.045298,0.014058000000000001,139.11090087890622,1112.1300048828125,12.137399673461914,2016,180.0,252.0,384.0,261.0,16.022380286288165,9503.0,123.0,1.0,55.0,5=OS,23.0,0.095749,153.0,70.0,70.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,205.0,0.0,0.0,0.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,205.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.76441929785506,-122.89894445106457,cascades,USFS,48.43401485,0.25,2016,2015.0,30.0,30.0,24
f3d71a6a,2016,loomis-loup-loup_2016,0.267724,0.065073,0.17855,0.1572599999999999,0.182165,0.015465,0.0,0.09,5.78,17.469998999999998,26.900999,66.720225,1936.0,5.708876609802246,614.9656982421875,2.1398639999999998,0.722056,272.19598388671875,1432.501953125,26.0492000579834,2017,40.0,86.0,120.0,93.0,19.82416442899732,3826.0,117.0,1.0,32.0,2=SE,17.0,0.0172508,64.0,29.0,29.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,48.72469264330578,-119.82124533604188,north_cascades,WADNR,2.894830425,0.1,2017,2016.0,31.0,13.0,10
f3ef4ea6,2012,rogue-river_2012,0.096809,0.273404,0.146099,0.0,0.0,0.0,0.0,0.82,2.17,3.9225,6.621,62.978723,736.5,1.707160472869873,265.83856201171875,2.906518,0.795549,106.50064849853516,627.3013916015625,24.144248962402344,2013,600.0,16.0,54.0,44.0,2.2360679774997894,186.0,30.0,2.0,40.0,1=SI,3.0,0.0547548,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,42.89286505770313,-123.01530117564933,klamath_mountains_california_high_north_coast_range,BLM,65.31114075,0.125,2013,2012.0,27.0,22.0,19
f429067e,2012,hoh-river_2012,0.252809,0.033708,0.0810169999999999,0.2945,0.245121,0.013601,0.0,0.1225,11.87,20.18,27.338501,71.348315,2908.684326171875,6.769163131713867,1231.7724609375,1.664291,0.18249,273.2281494140625,237.8721618652344,16.553550720214847,2013,120.0,164.0,251.0,183.0,15.837718527605244,6019.0,113.0,2.0,68.0,3=UR,8.0,0.059384,100.0,45.0,45.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,11.0,0.0,0.0,0.0,47.0,5.0,0.0,0.0,0.0,1.0,47.83186257466817,-124.37688104044356,coast_range,WADNR,215.7692477,0.1,2013,2012.0,27.0,11.0,6
f434804f,2014,lane-county_2014,0.184603,0.164181,0.24587,0.093506,0.0,0.0,0.0,0.52,2.885,6.56,11.54,65.121615,1414.0,2.9373319149017334,520.7776489257811,2.832425,0.867816,148.2238006591797,1080.7303466796875,20.036699295043945,2017,144.0,60.0,116.0,71.0,8.725600892257948,1053.0,50.0,1.0,48.0,1=SI,9.0,0.0681784,19.0,9.0,9.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,12.0,0.0,40.0,0.0,0.0,0.0,0.0,3.0,43.512882294345054,-122.81883059181035,cascades,BLM,12.30164347,0.125,2017,2014.0,29.0,29.0,41
f43c8e90,2016,wa-western_2016,0.050542,0.011446,0.045783,0.6758430000000001,0.192651,0.0,0.13,13.14,16.25,19.209999,23.16,93.801205,2600.5,3.392768383026123,1878.2042236328125,3.951379,-1.023518,114.97740173339844,891.0377197265625,19.73789978027344,2016,286.0,228.0,389.0,271.0,12.10006271032183,6415.0,88.0,2.0,75.0,3=UR,31.0,0.158948,112.0,51.0,51.0,209.0,0.0,0.0,0.0,0.0,2.0,0.0,188.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,188.0,0.0,15.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,48.90539568012384,-122.2194222269036,north_cascades,WADNR,613.0038645,0.1,2014,2016.0,31.0,31.0,22
f449d86e,2012,rogue-river_2012,0.070129,0.068715,0.606508,0.183306,0.003234,0.001011,0.0,5.88,7.97,9.5,11.7295,86.115602,1322.0,1.5073025226593018,885.244873046875,6.479017,0.064985,326.55810546875,324.6346130371094,33.48669815063477,2013,2304.0,85.0,265.0,162.0,2.5970402407058466,1399.0,41.0,2.0,66.0,3=UR,1.0,0.0864432,35.0,16.0,16.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,81.0,0.0,0.0,1.0,42.71439058269297,-123.86453604086913,klamath_mountains_california_high_north_coast_range,BLM,164.3834119,0.125,2013,2012.0,27.0,22.0,54
f487c0b1,2012,rogue-river_2012,0.028531,0.033161,0.074182,0.25506,0.30814,0.274117,0.7235,14.97,22.445,30.799999,39.400002,93.830749,4372.0,8.093536376953125,2781.9521484375,2.276379,-0.19656600000000002,329.4277038574219,556.381591796875,36.91490173339844,2013,520.0,170.0,345.0,112.0,7.750672483360826,6428.0,110.0,3.0,50.0,6=OM,13.0,0.0485529,115.0,52.0,52.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,0.0,0.0,1.0,42.75833087477272,-123.8236763547256,klamath_mountains_california_high_north_coast_range,BLM,78.23986767,0.125,2013,2012.0,10.0,8.0,71
f4994a72,2015,upper-umpqua_2015,0.072348,0.042327,0.047843,0.285856,0.426273,0.102263,0.0,13.61,20.530001,25.48,32.509998,88.53253199999997,3745.0,5.542285919189453,2351.395263671875,2.586118,-0.497978,43.111549377441406,1353.80322265625,25.678800582885746,2016,192.0,182.0,299.0,206.0,13.170279047942335,6518.0,110.0,1.0,52.0,2=SE,39.0,0.071539,111.0,50.0,50.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,1.0,43.45209079826313,-122.49322816929111,cascades,USFS,156.1020074,0.25,2016,2015.0,30.0,30.0,22
f49a2499,2012,chehalis_2012,0.135236,0.06157,0.037378,0.40825,0.307367,0.0,0.0,5.35,17.049999,20.735001,24.6,80.319342,2696.0,7.327579498291016,1757.2081298828125,1.9149509999999998,-0.5937319999999999,341.76885986328125,81.91999816894531,42.667701721191406,2013,110.0,104.0,170.0,134.0,13.134894472268508,3482.0,99.0,1.0,56.0,1=SI,33.0,0.0552575,61.0,28.0,28.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.84494431819381,-123.29055075127562,coast_range,WADNR,182.6951154,0.1,2013,2012.0,27.0,16.0,32
f4b11af0,2013,olympic-peninsula_2013,0.161322,0.237461,0.134517,0.070877,0.0,0.0,0.0,0.32,2.19,4.29,11.32,60.12169100000001,1584.0,3.470738887786865,409.08294677734375,5.11079,1.556182,247.4891967773437,122.731201171875,3.009399890899658,2014,270.0,39.0,93.0,72.0,5.136975546650175,913.0,57.0,2.0,47.0,3=UR,6.0,0.0557132,17.0,8.0,8.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,1.0,47.55807031898552,-124.11179192093192,coast_range,WADNR,366.9497682,0.1,2014,2013.0,28.0,27.0,75
f500eed7,2012,chehalis_2012,0.159174,0.044712,0.037558,0.036257,0.036582,0.664499,0.0,7.94,36.599998,43.93,50.84,79.611414,5405.5,18.999980926513672,3296.02490234375,1.826746,-0.648379,154.86135864257812,171.19464111328125,12.59689998626709,2013,80.0,230.0,303.0,244.0,22.93657002437361,8054.0,117.0,2.0,61.0,6=OM,34.0,0.0755166,140.0,63.0,63.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.0,0.0,0.0,0.0,0.0,0.0,7.0,14.0,0.0,0.0,0.0,1.0,46.8616341485416,-123.3893963223168,coast_range,WADNR,304.3982608,0.1,2013,2012.0,27.0,13.0,2
f5083aa1,2015,loomis-loup-loup_2015,0.960458,0.033333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.620915,88.0,0.1489119976758957,4.332294940948486,81.106542,8.375809,214.41119384765625,1016.3509521484376,14.267149925231935,2015,30.0,29.0,48.0,25.0,13.400870426337695,728.0,61.0,1.0,14.0,1=SI,35.0,0.0165534,13.0,6.0,6.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.554639799162175,-119.83602409541788,north_cascades,WADNR,322.3743327,0.1,2015,2015.0,5.0,5.0,99
f512433e,2013,winston_2013,0.057837,0.042094,0.19165,0.667693,0.0,0.0,0.0505,8.95,11.2,13.09,16.189501,90.006845,1735.5,2.96910047531128,1053.41162109375,3.394419,-0.9496899999999999,272.69046020507807,532.14794921875,11.214300155639648,2013,460.0,104.0,227.0,220.0,6.438049260962319,2264.0,72.0,1.0,83.0,1=SI,17.0,0.0804643,40.0,18.0,18.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,2.0,34.0,0.0,0.0,0.0,0.0,46.41404412648407,-122.53050553952264,cascades,WADNR,247.5732865,0.1,2013,2013.0,28.0,25.0,75
f538fc83,2015,four-rivers_2014-2015,0.498036,0.035183,0.044086,0.361399,0.059368,0.0,0.0,0.0,0.15,15.6,20.4,46.678093,2427.0,8.550984382629395,987.44384765625,1.479154,0.42394499999999996,169.5655975341797,1393.63720703125,1.5465500354766846,2015,72.0,99.0,151.0,80.0,15.884243525621915,2382.0,73.0,1.0,34.0,2=SE,25.0,0.0388064,43.0,19.0,19.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.69627790241659,-118.26776355917092,blue_mountains,USFS,364.1244037,0.25,2015,2015.0,30.0,27.0,392
f54b6abc,2012,chehalis_2012,0.143868,0.035146,0.040834,0.076073,0.210044,0.484693,0.0,12.04,29.6,33.889999,38.09,82.09859399999998,4037.0,11.624425888061523,2382.097412109375,2.062996,-0.772945,18.91530036926269,288.1439208984375,38.49005126953125,2017,200.0,202.0,328.0,215.0,13.617543726697336,8428.0,132.0,1.0,73.0,2=SE,27.0,0.0581064,132.0,60.0,60.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,130.0,12.0,0.0,0.0,0.0,5.0,46.9801290926601,-123.193089561883,coast_range,WADNR,126.0269856,0.1,2017,2012.0,27.0,27.0,30
f555e885,2017,southwest-state-lands_2017,0.062459,0.00618,0.00263,0.10927,0.634451,0.179356,0.0,21.870001,26.129999,29.059999,32.279999,93.136095,3340.5,3.438694953918457,2865.126953125,5.701365,-1.73975,158.64669799804688,183.2206420898437,28.604248046875,2017,170.0,206.0,322.0,225.0,14.887381100948735,8296.0,112.0,1.0,70.0,2=SE,33.0,0.129913,134.0,61.0,61.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.0,46.3415928764306,-123.4751328034287,coast_range,WADNR,121.0062111,0.1,2017,2017.0,32.0,19.0,20
f564ff29,2013,olympic-peninsula_2013,0.102915,0.260827,0.115758,0.324716,0.092211,0.000329,0.0,0.53,6.36,15.36,21.944000000000003,63.625885,2572.5,7.022543430328369,1191.109130859375,1.878412,0.48587299999999994,185.3477020263672,165.90174865722656,1.857800006866455,2016,250.0,111.0,211.0,152.0,9.009328503285278,2507.0,69.0,1.0,63.0,1=SI,16.0,0.048469,33.0,15.0,15.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,73.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,3.0,47.86421101405495,-124.30304125625712,coast_range,WADNR,482.5100661,0.1,2016,2013.0,28.0,28.0,7
f6358940,2013,bellingham_2013,0.052073,0.020725,0.001166,0.03614,0.174352,0.713342,0.12,28.227499,35.98,42.192497,49.750999,92.720207,4968.5,5.417506694793701,3947.08740234375,4.0761709999999995,-1.1366829999999999,80.81185150146484,277.09381103515625,15.419000625610352,2014,150.0,370.0,504.0,384.0,21.27272128804614,17917.0,167.0,1.0,79.0,5=OS,50.0,0.0598364,279.0,126.0,126.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,245.0,0.0,51.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,1.0,48.71876624717501,-122.37399589045434,puget_lowland,WADNR,110.28001840000002,0.1,2014,2013.0,28.0,28.0,14
f63af4f4,2013,olympic-peninsula_2013,0.028264,0.015054,0.073272,0.227957,0.308909,0.254992,1.86,12.84,21.974998,30.137499,37.130001,95.668203,4105.0,10.253873825073242,2316.472900390625,2.059232,-0.27226500000000003,73.03949737548828,154.57989501953125,20.467500686645508,2017,220.0,409.0,589.0,339.0,18.47323598433021,19092.0,132.0,1.0,86.0,5=OS,24.0,0.132401,271.0,123.0,123.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,146.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,215.0,0.0,0.0,0.0,0.0,4.0,47.68852928706621,-124.24804750920076,coast_range,WADNR,111.1095988,0.1,2017,2013.0,28.0,28.0,10
f646c521,2016,ne-wa_2016,0.7874220000000001,0.011033,0.039353,0.028687,0.016182,0.018389,0.0,0.0,0.0,0.0,18.570999,20.154469,1645.0,3.4984354972839355,178.61929321289062,15.834073000000002,3.619396,15.12820053100586,762.0087890625,4.980500221252441,2016,60.0,14.0,30.0,13.0,6.521944395569363,347.0,45.0,1.0,10.0,1=SI,46.0,0.00804473,6.0,3.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,0.0,48.05998803745445,-117.06393021480692,northern_rockies,WADNR,43.60529954,0.1,2015,2016.0,31.0,27.0,265
f682b672,2016,wa-western_2016,0.085178,0.022132,0.033258,0.564063,0.265462,0.0,0.0,14.015,17.83,20.110001,22.360001,89.269051,2394.5,1.7855010032653809,1996.846435546875,3.5267180000000002,-1.293496,233.17774963378903,275.31478881835943,15.934200286865234,2017,310.0,179.0,325.0,250.0,10.301894623781497,5345.0,88.0,1.0,72.0,2=SE,45.0,0.219985,95.0,43.0,43.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,46.27135375170776,-123.15783556853492,coast_range,WADNR,156.25222480000002,0.1,2017,2016.0,31.0,27.0,22
f682b672,2017,southwest-state-lands_2017,0.040667,0.001318,0.005471,0.7051149999999999,0.245518,0.0,10.3055,16.299999,18.25,19.969999,22.02,95.801476,2346.0,1.723639965057373,1983.677001953125,10.103345,-2.4305830000000004,222.37985229492188,285.43621826171875,28.498550415039062,2017,310.0,179.0,325.0,250.0,10.301894623781497,5345.0,88.0,1.0,72.0,2=SE,45.0,0.219985,95.0,43.0,43.0,310.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.27135375170776,-123.15783556853492,coast_range,WADNR,156.25222480000002,0.1,2017,2017.0,32.0,28.0,22
f698271c,2012,rogue-river_2012,0.07489,0.052016,0.128262,0.251948,0.18875,0.194849,0.0,5.5025,15.84,27.297501,44.338501,87.309387,3702.500244140625,9.574262619018556,1662.775146484375,2.433281,0.584992,182.16627734653073,986.7274169921876,21.498568408984355,2013,280.0,513.0,741.0,468.0,18.333848335827167,16697.0,129.0,2.0,59.0,6=OM,11.0,0.12496,265.0,120.0,120.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,409.0,0.0,0.0,5.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,409.0,0.0,49.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,43.47511827097505,-122.86289713411088,cascades,BLM,402.2854996,0.125,2013,2012.0,27.0,6.0,9
